title,subsection,type,main_content,context,outcome
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2.3,"Our experiments showed that, while RHEB(Q64L) partially rescued Slc6a6−/− colony formation, this could be fully rescued by RAGA(Q66L) (Fig. 5p). Furthermore, mTOR phosphorylation in Slc6a6−/− cells could be rescued by RAGA(Q66L) (Extended Data Fig. 12m). ... Our immunofluorescence-based analysis showed that, at the baseline, Slc6a6−/− cells have 1.2-fold lower mTOR–LAMP1 interaction, which could be fully rescued by RAGA(Q66L). Taurine supplements increased mTOR–LAMP1 co-localization to levels seen in cells expressing RAGA(Q66L). However, this interaction could not be increased further by adding taurine to RAGA(Q66L)-expressing cells (Fig. 5r,s), ",consistent with our colony-forming assays (Extended Data Fig. 12n).,"Collectively, our studies show that the taurine–TAUT axis regulates glycolysis in myeloid leukaemia cells by promoting RAG-mediated activation of mTOR signalling."
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q1.1,"to define the changing landscape of the non-immune cancer microenvironment with disease progression, and to identify unique niche driven signals that promote disease progression.",scRNA-seq has been effectively used to characterize the immune microenvironment of both solid tumours and leukaemias. ,We use scRNA-seq
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q1.1,"However, dynamic changes in the TME during leukaemia progression have not been defined.","Despite technical limitations in detecting non-immune stromal cells, a few studies have identified antigen-presenting fibroblasts and immune-suppressive endothelial cells in lung and pancreatic cancers46–48. A reduction in osteoblasts has been noted during leukaemia initiation in bone marrow niche damaged by irradiation13",N/A
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.4,"Our temporal scRNA-seq based TME analysis identifies an expansion in MSCs and their immature osteo-associated progeny, along with a loss in mature osteo-associated cells.",,"This skew in osteolineage populations possibly results from downregulation of MSC differentiation signals during leukaemia progression, and may explain conflicting findings using candidate osteoblast markers49,50."
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.2,"Our data indicate that temporal expansion in arteriolar endothelial cells is accompanied by a loss in signals that are essential for endothelial cell integrity and function, ","consistent with leaky blood vessels seen by invivo imaging of the AML niche1,3,51.",N/A
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.3,"In addition to population-level changes, our studies identify signals such as KIT, thrombospondin, taurine and apolipoproteins from the TME.",,N/A
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.4,"While multiple TME ligands such as APOE and PVR are detected through the disease trajectory, the populations expressing these can change over time.",that are essential for cancer progression.,"Thus, therapeutic approaches aimed at targeting TME-driven signals may be more effective than blocking TME remodelling or inhibiting individual stromal populations."
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.3,our gene expression analysis of human AML and bcCML CD34+ LSCs identifies distinct overlap.,"Consistent with clinicopathological similarities between AML and bcCML52, ",N/A
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.4,"Our unbiased approach to determine LSC-enriched cell surface receptors that are essential for disease progression identified multiple genes that are known to be critical for AML, including CD9653, CD4754 and protein kinase D255. Although these are required for leukaemic progression, they are not associated with poor prognosis (TCGA-LAML), in contrast to LDLR and SLC6A6 that we describe here. ",,It is therefore possible that other cell surface receptors identified by our analysis also have a functional role in disease progression and should be explored further to determine new therapeutically relevant signals.
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.4,As the APOE–LDLR and taurine–TAUT axes that we identify,"are known to have a role in ageing27,56,","it is possible that cancer-associated signals in our TME–LSC interactome may be of broad relevance in ageing-related disorders such as MDSs, as we see with TAUT."
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.3,Our data identify bone marrow osteolineage cells as a novel source of taurine in the leukaemia niche.,"Biosynthesis of taurine from cysteine is known to occur in the liver, kidneys, adipose tissues and pancreas24",N/A
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.2,Our studies blocking taurine produced by osteolineage cells establish a key role of TME-driven taurine synthesis in LSC survival and self-renewal. ,,N/A
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.4,"While the leukaemia TME did not express enzymes required for β-alanine synthesis (Gadl1 and Cndp1), ... Taurine supplements could significantly accelerate  disease progression in immunocompetent mice (around threefold higher likelihood of death relative to the controls; Extended Data Fig. 5r)","SLC6A6 encodes TAUT, which has high affinity for the non-essential amino acid taurine, and low affinity for β-alanine (taurine Km = 4.5 μM versus β-alanine Km = 56 μM)22.","However, it is possible that taurine or β-alanine produced outside the bone marrow niche also contribute to disease progression."
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Discussion,Q2.4,"Consistent with this, our data suggest that taurine supplements can accelerate myeloid leukaemia progression in mouse models. ","As taurine is a common ingredient in energy drinks, and is often provided as a supplement to mitigate the side-effects of chemotherapy17, ",our work suggests that it may be of interest to carefully consider the benefits of supplemental taurine in patients with leukaemia.
