title,subsection,type,main_content,context,outcome
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 drives invasion through Notch and BRN2,Q2,"HMGB2 robustly bound the promoter of Notch signalling genes in both A375 (Extended Data Fig. 11d and Supplementary Table 6) and SKMEL5 (Extended Data Fig. 12d and Supplementary Table 8) cells. Notch family genes were also upregulated by human interface cells (DLL1, DLL3 and DLK2; Supplementary Table 1) and confined human melanoma cells (NOTCH2NLA, DLK2 and DLL4; Supplementary Table 2).","Notch signalling promotes melanoma invasion through brain-2 (BRN2, also known as POU3F2) (Ref: 48), a well-characterized pro-invasive transcription factor in melanoma(Ref: 49) that also functions in neuronal development(Ref: 50).",This indicates that invasive and neuronal phenotypes in confined interface cells are induced by HMGB2-mediated upregulation of Notch/BRN2 signalling.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 drives invasion through Notch and BRN2,Q2,a BRN2/POU3F2 motif was enriched in the promoter region of HMGB2 target genes (Extended Data Fig. 12h).,(missing),Supporting this model
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,Confined A375 cells downregulated many proliferation-related pathways (Fig. 5b).,"One prediction of the melanoma phenotype switching model is the trade-off between opposing phenotypes; highly proliferative cells are less invasive, whereas highly invasive cells are less proliferative (Fig. 5a).",Our data indicate that confinement-induced upregulation of HMGB2 could mediate this phenotypic plasticity.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q1,To visualize the influence of confinement on this trade-off,(missing),we generated an A375 cell line stably expressing the FastFUCCI cell cycle sensor(Ref: 54).
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,"Upon confinement, all initially mitotic cells (mAG+ and S/G2–M phase) rapidly lost mAG fluorescence",(missing),"indicating cell cycle exit (Fig. 5c,d)."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q1,To directly test the role of HMGB2 in melanoma invasion,(missing),we used in vitro invasion assays (Fig. 5e)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,"found that targeting HMGB2 with siRNA significantly impaired invasion (P = 0.0133; Fig. 5f,g), whereas overexpression of HMGB2 increased invasion (P = 0.0180; Fig. 5h,i).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,We quantified minimal migration of confined A375 cells (mean velocity = 0.0838 ± 0.0025 µm min−1; Extended Data Fig. 13a–c),"Previous studies identified a fast amoeboid mode of migration induced by confinement and low adhesion(Ref: 13,55-57).",which indicates that fast amoeboid migration is not a major contributor to confinement-induced phenotypic plasticity in our system.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q1,To test the role of HMGB2 in phenotype switching in vivo,(missing),"we generated BRAFV600E melanomas in zebrafish, in which zebrafish hmgb2a and hmgb2b were inactivated by CRISPR."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,"Loss of hmgb2 and hmgb2b markedly increased melanoma growth, with tumours growing almost 2-fold larger by 10 weeks (P = 0.0193; Fig. 5j–l) while also appearing less invasive than non-targeting controls (Fig. 5m).",(missing),"These data indicate that HMGB2 is required for the invasive state, and that its loss pushes melanoma cells towards a hyperproliferative state."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q1,We investigated the functional domains that control HMGB2 localization and activity in melanoma.,HMGB family proteins contain three functional domains: A-box and B-box DNA-binding domains and an acidic tail region(Ref: 58) (Extended Data Fig. 14a).,(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q1,(missing),(missing),We assembled constructs with each functional domain removed (Extended Data Fig. 14b) and generated stable A375 cell lines expressing GFP-tagged versions of each (Extended Data Fig. 14c). [...] In in vitro proliferation and invasion assays
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,"We were unable to express a truncated construct lacking both DNA-binding domains [...] cells expressing either ΔA-box or ΔB-box constructs were significantly less proliferative (Extended Data Fig. 14d) but more invasive (Extended Data Fig. 14e), even compared to full-length HMGB2",(missing),probably because of its small size (24 amino acids). [...] this was probably because of higher expression of these smaller constructs (Extended Data Fig. 14f).
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q1,(missing),Because we were unable to generate constructs lacking both DNA-binding domains,when we transplanted cells expressing each deletion construct into mice (Extended Data Fig. 14g)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 mediates phenotype switching,Q2,"there was no significant difference in tumour growth rates (Extended Data Fig. 14h,i) or acetylated tubulin at the invasive front (Extended Data Fig. 14j)",(missing),demonstrating that either HMGB2 DNA-binding domain is sufficient to maintain protein function.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 is associated with drug tolerance,Q1,"We examined how the confined invasive state affects therapeutic response, hypothesizing that the HMGB2-high neuronal state induced by confinement may promote drug tolerance.","Phenotype switching, particularly the undifferentiated/invasive state, has been linked to drug resistance(Ref: 2). This has important clinical relevance because drug-tolerant persister cells are major contributors to relapse(Ref: 59).",(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 is associated with drug tolerance,Q1,To test this,(missing),we treated confined cells with Taxol to stabilize MTs.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 is associated with drug tolerance,Q2,"Unconfined cells rapidly displayed fragmented nuclear morphology and underwent apoptosis, whereas confined cells were almost completely resistant to Taxol-induced cell death (Extended Data Fig. 13d).",Taxol induces cancer cell death through cell cycle arrest(Ref: 60),"indicating that confinement may cause melanoma cells to exit the cell cycle, in accordance with a pro-invasive phenotype switch associated with downregulation of proliferation(Ref: 8)."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 is associated with drug tolerance,Q1,We then tested the role of HMGB2 in drug tolerance in vivo,widely used targeted therapies in melanoma(Ref: 61),by transplanting human melanoma cells overexpressing HMGB2 into athymic mice and treating the resulting tumours with dabrafenib and trametinib
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 is associated with drug tolerance,Q2,"HMGB2 overexpression significantly impaired melanoma response to dabrafenib/trametinib in vivo (P = 0.043; Fig. 5o, Extended Data Fig. 13e and Supplementary Table 10).",(missing),"Together, our results support a role for confinement-mediated upregulation of HMGB2 inducing a pro-invasive and drug-tolerant state in melanoma (Extended Data Fig. 15)."
